Index,Name,Form,Pokemon,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Product (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
925,Diglett,Normal,50,,282,42,14,12,15,91.1,15,15,,,,"2023-12-20 14:21",7/28/2023,,,0,0,0,1900,72.94,1109,96.2,208400,264,Dugtrio,Normal,0,99.17,35,97.47,496400,318,Dugtrio,Normal,0,71.21,1180,93.85,64400,58,Diglett,Normal,0,
913,Mankey,,56,,620,78,12,15,15,93.3,19,19,,,,"2023-12-20 14:21",9/12/2023,,,0,0,0,2500,78.63,876,96.31,22000,70,Primeape,,0,98.34,69,98.57,422000,302,Primeape,,0,,,,,,,,,
914,Mankey,,56,,666,82,2,15,12,64.4,22,22,,,,"2023-12-20 14:21",8/10/2023,,,0,0,0,3000,99.02,41,98.76,16500,65,Primeape,,0,99.93,4,99.81,49500,194,Annihilape,,0,,,,,,,,,
911,Primeape,,57,,511,66,15,14,13,93.3,8,8,,,,"2023-12-20 14:21",9/12/2023,,,0,0,0,800,60.49,1619,95.6,21000,126,Annihilape,,0,92.77,297,97.33,441600,290,Primeape,,0,,,,,,,,,
912,Primeape,,57,,1917,128,12,14,13,86.7,30,30,,,,"2023-12-20 14:21",9/12/2023,,,0,0,0,6000,,,,,,,,,99.37,27,99.11,370000,182,Primeape,,0,,,,,,,,,
906,Growlithe,Hisui,58,,549,87,11,14,15,88.9,15,15,,,,"2023-12-20 14:21",9/28/2023,,,0,0,0,1900,96.34,151,98.15,7600,58,Arcanine,Hisui,0,55.58,1820,96.44,77400,120,Arcanine,Hisui,0,,,,,,,,,
907,Growlithe,Hisui,58,,740,100,13,14,14,91.1,20,20,,,,"2023-12-20 14:21",9/28/2023,,,0,0,0,2500,99.49,22,97.8,475000,248,Growlithe,Hisui,0,60.39,1623,96.64,56000,100,Arcanine,Hisui,0,,,,,,,,,
908,Growlithe,Normal,58,,418,73,15,13,12,88.9,12,12,,,,"2023-12-20 14:21",9/27/2023,,,0,0,0,1300,77.39,927,96.34,18800,72,Arcanine,Normal,0,28.42,2932,95.19,95400,140,Arcanine,Normal,0,17.26,3389,90.69,5800,8,Growlithe,Normal,0,
909,Growlithe,Normal,58,,528,82,15,14,14,95.6,15,15,,,,"2023-12-20 14:21",10/8/2023,,,0,0,0,1900,17.19,3392,93.34,7600,58,Arcanine,Normal,0,57.66,1735,96.33,86400,128,Arcanine,Normal,0,,,,,,,,,
910,Growlithe,Normal,58,,823,108,0,14,13,60,26,26,,,,"2023-12-20 14:21",7/21/2023,,,0,0,0,4500,74.87,1030,87.91,436000,214,Growlithe,Normal,0,99.93,4,99.64,58000,102,Arcanine,Normal,0,,,,,,,,,
902,Arcanine,Hisui,59,,1338,118,15,14,13,93.3,15,15,,,,"2023-12-20 14:22",10/8/2023,,,0,0,0,0,38.34,2526,94.55,5700,6,Arcanine,Hisui,0,64.98,1435,96.83,77400,70,Arcanine,Hisui,0,,,,,,,,,
904,Arcanine,Normal,59,,2468,158,12,15,13,88.9,29,29,,,,"2023-12-20 14:22",9/25/2023,,,0,0,0,5000,,,,,,,,,40.34,2444,95.66,0,0,Arcanine,Normal,0,,,,,,,,,
905,Arcanine,Normal,59,,2483,157,14,15,12,91.1,29,29,,,,"2023-12-20 14:21",7/21/2023,,,0,0,0,5000,,,,,,,,,45.4,2237,95.85,0,0,Arcanine,Normal,0,,,,,,,,,
897,Poliwag,,60,,119,43,2,12,15,64.4,6,6,,,,"2023-12-20 14:22",4/26/2023,,,0,0,0,600,97.39,108,98.16,58400,187,Politoed,,0,99.24,32,98.99,458400,419,Politoed,,0,98.68,55,97.74,65400,68,Poliwag,,0,
898,Poliwag,,60,,189,53,3,15,14,71.1,9,9,,,,"2023-12-20 14:22",7/30/2023,,,0,0,0,1000,96.61,140,97.72,512000,313,Poliwhirl,,0,99.44,24,99.16,315000,413,Poliwrath,,0,99.78,10,99.29,10800,39,Poliwhirl,,0,
900,Poliwag,,60,,411,81,0,7,13,44.4,21,21,,,,"2023-12-20 14:22",7/30/2023,,,0,0,0,3000,99.27,31,98.66,9000,134,Poliwrath,,0,94.99,206,98.26,345000,369,Poliwrath,,0,97.9,87,97.51,30000,27,Poliwag,,0,
895,Poliwrath,,62,,112,36,11,14,15,88.9,2,2,,,,"2023-12-20 14:22",7/30/2023,,,0,0,0,200,61.86,1563,95.26,47100,56,Poliwrath,,0,69.23,1261,96.66,249600,272,Poliwrath,,0,82.61,713,94.74,4400,10,Poliwrath,,0,
891,Abra,,63,,282,40,5,12,14,68.9,8,8,,,,"2023-12-20 14:22",7/16/2023,,,0,0,0,800,98.93,45,98.7,29200,159,Alakazam,Normal,0,99.1,38,99.04,113600,233,Alakazam,Normal,0,98.32,70,98.14,1600,27,Kadabra,,0,
892,Abra,,63,,497,53,9,13,15,82.2,13.5,13.5,,,,"2023-12-20 14:22",6/26/2023,,,0,1,0,0,97.78,92,96.28,601443,357,Abra,,1,53.75,1895,96,109443,240,Alakazam,Normal,1,99,42,98.3,0,0,Abra,,1,
893,Abra,,63,,532,52,15,15,13,95.6,14,14,,,,"2023-12-20 14:22",9/23/2023,,,0,0,0,1600,99.39,26,98.36,484600,272,Abra,,0,46.64,2186,95.74,85100,203,Alakazam,Normal,0,,,,,,,,,
894,Abra,,63,,561,54,14,14,12,88.9,15,15,,,,"2023-12-20 14:22",6/16/2023,,,0,0,0,1900,98.78,51,97.47,496400,268,Abra,,0,68.11,1307,96.55,86400,203,Alakazam,Normal,0,,,,,,,,,
889,Kadabra,,64,,855,68,12,13,12,82.2,15,15,,,,"2023-12-20 14:22",9/24/2023,,,0,0,0,1900,85.52,594,96.75,9800,110,Alakazam,Normal,0,35.65,2636,95.34,86400,178,Alakazam,Normal,0,,,,,,,,,
888,Alakazam,Normal,65,,2626,116,15,15,13,95.6,30.5,30.5,,,,"2023-12-20 14:22",8/24/2023,,,0,0,0,6000,,,,,,,,,,,,,,,,,,,,,,,,,
880,Machop,,66,,245,64,13,15,13,91.1,7,7,,,,"2023-12-20 14:22",8/14/2023,,,0,0,0,800,61.34,1584,95.52,79200,103,Machoke,,0,16.83,3407,94.4,100700,223,Machamp,,0,34.19,2696,90.72,2400,28,Machoke,,0,
884,Machop,,66,,719,111,13,15,14,93.3,20,20,,,,"2023-12-20 14:22",9/30/2023,,,0,0,0,2500,61.34,1584,95.52,39000,59,Machoke,,0,29.52,2887,95,60500,179,Machamp,,0,,,,,,,,,
885,Machop,,66,,722,111,14,14,15,95.6,20,20,,,,"2023-12-20 14:22",11/3/2023,,,0,0,0,2500,71.99,1148,96.03,39000,59,Machoke,,0,40.24,2448,95.44,60500,179,Machamp,,0,,,,,,,,,
886,Machop,,66,,722,110,15,14,13,93.3,20,20,,,,"2023-12-20 14:22",10/17/2023,,,0,0,0,2500,67.89,1316,95.84,39000,59,Machoke,,0,21.25,3226,94.62,60500,179,Machamp,,0,,,,,,,,,
879,Machoke,,67,,1010,114,14,15,15,97.8,17.5,17.5,,,,"2023-12-20 14:22",5/22/2023,,,0,0,0,2200,33.77,2713,94.18,46600,41,Machoke,,0,54.51,1864,96,72100,164,Machamp,,0,,,,,,,,,
876,Bellsprout,,69,,193,52,13,11,14,84.4,7,7,,,,"2023-12-20 14:22",9/17/2023,,,0,0,0,800,60.73,1609,95.46,51200,179,Victreebel,,0,66.32,1380,96.18,353200,417,Victreebel,,0,87.06,531,95.86,800,126,Victreebel,,0,
878,Bellsprout,,69,,924,114,15,10,14,86.7,35,35,,,,"2023-12-20 14:22",9/17/2023,,,0,0,0,0,32.94,2747,93.82,24000,55,Weepinbell,,0,45.49,2233,95.22,164000,243,Victreebel,,0,,,,,,,,,
875,Tentacool,,72,,842,94,14,14,12,88.9,29,29,,,,"2023-12-20 14:22",8/29/2023,,,0,0,0,5000,98.73,53,95.89,410000,190,Tentacool,,0,61,1598,95.39,236000,240,Tentacruel,,0,,,,,,,,,
874,Tentacruel,,73,,1070,107,15,14,15,97.8,15.5,15.5,,,,"2023-12-20 14:23",8/29/2023,,,0,0,0,1900,33.72,2715,94.23,27500,25,Tentacruel,,0,59.32,1667,95.32,297500,266,Tentacruel,,0,,,,,,,,,
869,Geodude,Alola,74,,468,63,14,14,11,86.7,13,13,,,,"2023-12-20 14:23",9/12/2023,,,0,0,0,1600,59.02,1679,95.48,18400,145,Golem,Alola,0,44.52,2273,95.73,102800,219,Golem,Alola,0,21.64,3210,91.02,1600,2,Geodude,Alola,0,
870,Geodude,Alola,74,,554,69,15,15,15,100,15,15,,,,"2023-12-20 14:23",7/30/2023,,,0,0,0,1900,100,1,100,496400,268,Geodude,Alola,0,41.95,2378,95.64,91400,207,Golem,Alola,0,,,,,,,,,
871,Geodude,Normal,74,,470,64,14,12,14,88.9,13,13,,,,"2023-12-20 14:23",6/26/2023,,,0,0,0,1600,74.43,1048,96.25,18400,145,Golem,Normal,0,54.65,1858,96.12,102800,219,Golem,Normal,0,23.3,3142,91.18,1600,2,Geodude,Normal,0,
872,Geodude,Normal,74,,552,69,15,14,15,97.8,15,15,,,,"2023-12-20 14:23",7/28/2023,,,0,0,0,1900,99.98,2,99.32,496400,268,Geodude,Normal,0,30.31,2855,95.19,91400,207,Golem,Normal,0,,,,,,,,,
867,Golem,Normal,76,,2438,146,15,15,14,97.8,29,29,,,,"2023-12-20 14:23",10/4/2023,,,0,0,0,5000,,,,,,,,,41.95,2378,95.64,5000,4,Golem,Normal,0,,,,,,,,,
865,Ponyta,Normal,77,,23,13,14,15,10,86.7,1,1,,,,"2023-12-20 14:23",7/24/2023,,,0,0,0,200,53.63,1900,94.74,53000,113,Rapidash,Normal,0,46.96,2173,95.49,323000,354,Rapidash,Normal,0,79.34,847,94.93,11000,19,Ponyta,Normal,0,
866,Ponyta,Normal,77,,1368,106,15,11,11,82.2,29,29,,,,"2023-12-20 14:23",7/12/2023,,,0,0,0,5000,40.05,2456,94.39,51000,48,Ponyta,Normal,0,52.26,1956,95.7,224000,240,Rapidash,Normal,0,,,,,,,,,
861,Rapidash,Galar,78,,178,37,11,13,13,82.2,3,3,,,,"2023-12-20 14:24",5/8/2023,,,0,0,0,400,39.61,2474,94.13,52200,59,Rapidash,Galar,0,80,820,97.02,345200,300,Rapidash,Galar,0,9.35,3713,88.32,4000,8,Rapidash,Galar,0,
859,Slowpoke,Galar,79,,865,148,14,14,15,95.6,25,25,,,,"2023-12-20 14:24",3/18/2023,,,0,0,0,4000,99.76,11,98.32,444000,220,Slowpoke,Galar,0,50.87,2013,95.73,236000,270,Slowbro,Galar,0,,,,,,,,,
860,Slowpoke,Normal,79,,682,131,15,10,13,84.4,20,20,,,,"2023-12-20 14:24",10/7/2023,,,0,0,0,2500,67.06,1350,95.57,5000,54,Slowbro,Normal,0,17.02,3399,94.31,215000,283,Slowbro,Normal,0,,,,,,,,,
857,Magnemite,,81,,730,61,15,14,13,93.3,19,19,,,,"2023-12-20 14:24",11/14/2023,,,0,0,0,2500,98.14,77,98.04,436000,252,Magnemite,,0,74.19,1058,96.6,56500,175,Magnezone,,0,,,,,,,,,
855,Farfetch'd,Galar,83,,707,80,15,12,14,91.1,15,15,,,,"2023-12-20 14:24",9/18/2023,,,0,0,0,1900,52.48,1947,94.98,9800,10,Sirfetch’d,,0,47.03,2170,95.72,91400,82,Sirfetch’d,,0,,,,,,,,,
853,Doduo,,84,,794,82,9,15,15,86.7,24,24,,,,"2023-12-20 14:24",9/10/2023,,,0,0,0,0,98.88,47,96.53,451000,226,Doduo,,0,95.36,191,97.73,352000,276,Dodrio,,0,,,,,,,,,
850,Grimer,Alola,88,,571,105,12,14,13,86.7,15,15,,,,"2023-12-20 14:24",8/19/2023,,,0,0,0,1900,99.76,11,99.23,481400,268,Grimer,Alola,0,48.67,2103,95.96,151400,192,Muk,Alola,0,,,,,,,,,
848,Muk,Normal,89,,608,93,13,11,15,86.7,8,8,,,,"2023-12-20 14:24",6/16/2023,,,0,1,0,1153,18.46,3340,93.66,40326,60,Muk,Normal,1,47.3,2159,95.9,202326,224,Muk,Normal,1,,,,,,,,,
846,Cloyster,,91,,1435,90,14,12,14,88.9,20,20,,,,"2023-12-20 14:25",9/26/2023,,,0,0,0,2500,27.23,2981,93.49,2500,2,Cloyster,,0,41.73,2387,95.52,215000,233,Cloyster,,0,,,,,,,,,
847,Cloyster,,91,,1440,90,15,11,14,88.9,20,20,,,,"2023-12-20 14:25",10/1/2023,,,0,0,0,2500,29.38,2893,93.61,2500,2,Cloyster,,0,28.57,2926,94.95,205000,218,Cloyster,,0,,,,,,,,,
