Index,Name,Form,Pokemon,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Product (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
2292,Charmander,,4,1,500,80,2,4,14,44.4,21,21,,,,"2023-12-20 22:21",9/7/7072,,,0,0,0,3000,93.55,265,97.86,262000,269,Charmeleon,,0,87.74,503,97.49,148000,271,Charizard,Normal,0,93.04,286,95.99,0,0,Charmander,,0,
2293,Charmander,,4,1,552,74,13,15,3,68.9,21,21,,,,"2023-12-20 22:21",9/7/7072,,,0,0,0,3000,27.16,2984,93.95,156000,181,Charmeleon,,0,40.76,2427,95.55,104000,219,Charizard,Normal,0,,,,,,,,,
2294,Charmander,,4,1,589,82,14,9,13,80,22,22,,,,"2023-12-20 22:21",9/2/2023,,,0,0,0,3000,36.78,2590,94.4,134000,155,Charmeleon,,0,52.23,1957,95.95,86000,201,Charizard,Normal,0,,,,,,,,,
2295,Charmander,,4,1,738,92,13,13,15,91.1,27,27,,,,"2023-12-20 22:21",8/14/2023,,,0,0,0,4500,51.75,1977,95.16,83000,105,Charmeleon,,0,55.53,1822,96.07,38000,157,Charizard,Normal,0,,,,,,,,,
2274,Charmeleon,,5,1,495,74,2,12,14,62.2,11.5,11.5,,,,"2023-12-20 22:22",7/12/2023,,,0,1,0,1560,97.12,119,98.3,296044,350,Charmeleon,,1,96.39,149,98.28,194044,309,Charizard,Normal,1,96.8,132,97.17,0,0,Charmeleon,,1,
2275,Charmeleon,,5,1,496,75,0,15,15,66.7,11.5,11.5,,,,"2023-12-20 22:22",9/7/7079,,,0,0,0,1300,99.95,3,99.95,246700,267,Charmeleon,,0,99.98,2,99.64,161700,256,Charizard,Normal,0,99.95,3,99.37,0,0,Charmeleon,,0,
2276,Charmeleon,,5,1,497,71,6,13,6,55.6,11.5,11.5,,,,"2023-12-20 22:22",9/7/7079,,,0,0,0,1300,69.57,1247,96.07,236700,252,Charmeleon,,0,68.89,1275,96.57,161700,256,Charizard,Normal,0,92.45,310,96.26,0,0,Charmeleon,,0,
2277,Charmeleon,,5,1,550,75,13,12,13,84.4,12,12,,,,"2023-12-20 22:22",,,,1,0,0,650,80.98,780,96.27,11600,126,Charizard,Normal,0,44.86,2259,95.69,60700,212,Charizard,Normal,0,,,,,,,,,
2278,Charmeleon,,5,2,794,91,15,12,15,93.3,17,17,,,,"2023-12-20 22:22",8/23/2023,,,0,0,0,2200,44.84,2260,94.84,136800,126,Charmeleon,,0,63.54,1494,96.37,98800,186,Charizard,Normal,0,,,,,,,,,
2279,Charmeleon,,5,1,1219,119,0,8,15,51.1,29,29,,,,"2023-12-20 22:22",,,,0,0,0,5000,98.95,44,98.99,191000,190,Charmeleon,,0,94.7,218,98.06,80000,182,Charizard,Normal,0,,,,,,,,,
2265,Charizard,Normal,6,1,1495,117,1,12,13,57.8,19.5,19.5,,,,"2023-12-20 22:22",9/2/2023,,,0,0,0,2500,99.54,20,98.85,0,0,Charizard,Normal,0,98.22,74,98.6,139500,132,Charizard,Normal,0,,,,,,,,,
2266,Charizard,Normal,6,1,1497,112,6,13,4,51.1,19.5,19.5,,,,"2023-12-20 22:22",,,,0,0,0,2500,92.67,301,97.26,0,0,Charizard,Normal,0,70.74,1199,96.65,139500,132,Charizard,Normal,0,,,,,,,,,
2267,Charizard,Normal,6,1,1625,118,15,12,12,86.7,20,20,,,,"2023-12-20 22:22",2/5/7072,,,0,0,0,2500,,,,,,,,,49.23,2080,95.84,91000,80,Charizard,Normal,0,,,,,,,,,
2268,Charizard,Normal,6,1,1708,124,5,11,12,62.2,22,22,,,,"2023-12-20 22:22",9/2/2023,,,0,0,0,3000,,,,,,,,,78.34,888,96.98,112000,104,Charizard,Normal,0,,,,,,,,,
2269,Charizard,Normal,6,1,1883,128,15,12,15,93.3,23,23,,,,"2023-12-20 22:22",,,,0,0,0,3500,,,,,,,,,63.54,1494,96.37,68000,58,Charizard,Normal,0,,,,,,,,,
2270,Charizard,Normal,6,1,2269,139,13,14,12,86.7,28,28,,,,"2023-12-20 22:22",3/1/2023,,,0,0,0,4500,,,,,,,,,55.26,1833,96.07,35000,30,Charizard,Normal,0,,,,,,,,,
2271,Charizard,Normal,6,1,2280,140,13,15,13,91.1,28,28,,,,"2023-12-20 22:22",8/24/2023,,,1,0,0,2250,,,,,,,,,47.86,2136,95.79,14500,24,Charizard,Normal,0,,,,,,,,,
2272,Charizard,Normal,6,2,2336,143,13,10,14,82.2,29,29,,,,"2023-12-20 22:22",10/30/2023,,,0,0,0,5000,,,,,,,,,55.46,1825,96.07,32000,28,Charizard,Normal,0,,,,,,,,,
2273,Charizard,Normal,6,1,2500,153,0,13,15,62.2,35,35,,,,"2023-12-20 22:22",9/2/2023,,,0,0,0,8000,,,,,,,,,100,1,100,0,0,Charizard,Normal,0,,,,,,,,,
2253,Squirtle,,7,1,414,73,12,15,11,84.4,16,16,,,,"2023-12-20 22:22",,,,0,0,0,1900,72.58,1124,94.73,306600,289,Wartortle,,0,62.91,1520,96.03,306600,389,Blastoise,Normal,0,40.68,2430,91.64,12600,12,Squirtle,,0,
2254,Squirtle,,7,1,575,91,6,8,13,60,24,24,,,,"2023-12-20 22:22",7/10/2023,,,0,0,0,3500,86.45,556,95.85,393000,251,Wartortle,,0,78.29,890,96.84,352000,351,Blastoise,Normal,0,,,,,,,,,
2255,Squirtle,,7,1,698,98,6,5,8,42.2,30,30,,,,"2023-12-20 22:22",7/7/2023,,,0,0,0,5000,75.92,987,94.96,400000,207,Wartortle,,0,50.43,2031,95.47,342000,307,Blastoise,Normal,0,,,,,,,,,
2256,Squirtle,,7,1,377,70,10,14,9,73.3,15,15,,,,"2023-12-20 22:22",,,,0,0,0,1900,78.49,882,95.12,358400,293,Wartortle,,0,68.96,1272,96.33,346400,393,Blastoise,Normal,0,40.15,2452,91.59,18900,18,Squirtle,,0,
2257,Squirtle,,7,1,13,13,14,12,14,88.9,1,1,,,,"2023-12-20 22:22",12/11/2023,,,0,0,0,200,63.61,1491,95.37,53000,188,Blastoise,Normal,0,43.25,2325,95.18,312000,429,Blastoise,Normal,0,80.24,810,95.07,14600,49,Wartortle,,0,
2258,Squirtle,,7,2,85,34,6,7,7,44.4,4,4,,,,"2023-12-20 22:22",7/9/7072,,,0,0,0,400,82.15,732,95.44,518400,323,Wartortle,,0,57.48,1742,95.78,460400,423,Blastoise,Normal,0,69.6,1246,94.19,15600,47,Wartortle,,0,
2259,Squirtle,,7,1,124,41,13,14,15,93.3,5,5,,,,"2023-12-20 22:22",7/9/2023,,,1,0,0,300,77.97,903,95.1,154800,321,Wartortle,,0,64.84,1441,96.12,154800,421,Blastoise,Normal,0,26.35,3017,90.52,17700,42,Squirtle,,0,
2260,Squirtle,,7,1,138,44,6,10,11,60,6,6,,,,"2023-12-20 22:22",7/9/2023,,,0,0,0,600,90.74,380,96.32,458400,319,Wartortle,,0,73.46,1088,96.56,417400,419,Blastoise,Normal,0,63.03,1515,93.11,2000,128,Blastoise,Normal,0,
2261,Squirtle,,7,1,450,78,14,12,15,91.1,17,17,,,,"2023-12-20 22:22",7/23/2023,,,0,0,0,2200,63.61,1491,95.37,21800,144,Blastoise,Normal,0,57.31,1749,95.77,280800,385,Blastoise,Normal,0,20.68,3249,90.01,6600,6,Squirtle,,0,
2262,Squirtle,,7,1,497,86,0,15,13,62.2,21.5,21.5,,,,"2023-12-20 22:22",7/9/2023,,,0,0,0,3000,99.83,8,99.16,467000,266,Wartortle,,0,98.95,44,98.97,409000,366,Blastoise,Normal,0,99.78,10,98.85,0,0,Squirtle,,0,
2263,Squirtle,,7,1,530,88,9,1,14,53.3,22,22,,,,"2023-12-20 22:22",7/9/2023,,,0,0,0,3000,59.58,1656,93.94,392000,263,Wartortle,,0,59.12,1675,95.86,365000,363,Blastoise,Normal,0,,,,,,,,,
2264,Squirtle,,7,1,589,85,14,3,4,46.7,24,24,,,,"2023-12-20 22:22",7/9/2023,,,0,0,0,3500,15.36,3467,91.12,352000,251,Wartortle,,0,9.79,3695,93.5,339000,351,Blastoise,Normal,0,,,,,,,,,
2251,Wartortle,,8,2,500,80,2,14,15,68.9,13,13,,,,"2023-12-20 22:22",7/9/7072,,,0,0,0,1600,98.88,47,98.37,458800,276,Wartortle,,0,99.02,41,99.08,416800,376,Blastoise,Normal,0,99.73,12,99,0,0,Wartortle,,0,
2252,Wartortle,,8,2,706,91,13,13,14,88.9,17,17,,,,"2023-12-20 22:22",,,,0,0,0,2200,78.56,879,95.13,291800,260,Wartortle,,0,68.28,1300,96.29,291800,360,Blastoise,Normal,0,,,,,,,,,
2246,Blastoise,Normal,9,1,305,55,9,5,4,40,5,5,,,,"2023-12-20 22:22",7/10/2023,,,0,0,0,600,46.03,2211,94.56,59600,64,Blastoise,Normal,0,19.71,3289,94.13,445600,296,Blastoise,Normal,0,17.36,3385,88.65,3200,5,Blastoise,Normal,0,
2247,Blastoise,Normal,9,1,1476,124,15,14,15,97.8,21,21,,,,"2023-12-20 22:22",7/9/2023,,,1,0,0,1500,29.38,2893,93.75,0,0,Blastoise,Normal,0,47.74,2141,95.36,120000,244,Blastoise,Normal,0,,,,,,,,,
2248,Blastoise,Normal,9,2,500,73,1,12,7,44.4,8,8,,,,"2023-12-20 22:22",7/9/7072,,,0,0,0,800,95.7,177,97.69,59100,61,Blastoise,Normal,0,94.43,229,98.18,498600,290,Blastoise,Normal,0,99.8,9,99.23,0,0,Blastoise,Normal,0,
2249,Blastoise,Normal,9,1,1269,121,0,6,15,46.7,20,20,,,,"2023-12-20 22:22",7/9/7072,,,0,0,0,2500,98.05,81,98.21,20500,19,Blastoise,Normal,0,98.97,43,99.01,460000,248,Blastoise,Normal,0,,,,,,,,,
2250,Blastoise,Normal,9,1,1496,128,0,13,10,51.1,23.5,23.5,,,,"2023-12-20 22:22",,,,0,0,0,3500,99.71,13,99.12,0,0,Blastoise,Normal,0,97.8,91,98.67,424500,229,Blastoise,Normal,0,,,,,,,,,
2244,Caterpie,,10,1,171,72,10,14,13,82.2,15,15,,,,"2023-12-20 22:22",9/25/2023,,,0,0,0,1900,48.18,2123,95.2,91400,144,Butterfree,,0,97.17,117,95.93,496400,330,Butterfree,,0,95.41,189,90.01,496400,268,Caterpie,,0,
2245,Caterpie,,10,1,354,99,15,14,11,88.9,29,29,,,,"2023-12-20 22:22",,,,0,0,0,5000,36.48,2602,94.64,0,62,Butterfree,,0,98.78,51,97.24,410000,252,Butterfree,,0,99.61,17,98.25,410000,202,Metapod,,0,
2243,Metapod,,11,1,290,98,11,6,8,55.6,26,26,,,,"2023-12-20 22:22",2/27/2019,,,0,0,0,4000,19.51,3297,93.73,52000,96,Butterfree,,0,57.46,1743,88.12,436000,264,Butterfree,,0,66.76,1362,81.86,436000,214,Metapod,,0,
2241,Butterfree,,12,1,759,86,13,11,13,82.2,15,15,,,,"2023-12-20 22:22",11/19/2023,,,0,0,0,1900,41.66,2390,94.89,91400,82,Butterfree,,0,96.73,135,95.62,496400,268,Butterfree,,0,,,,,,,,,
2242,Butterfree,,12,1,1147,110,0,11,12,51.1,24.5,24.5,,,,"2023-12-20 22:22",2/14/7072,,,0,0,0,3500,99.61,17,99.44,95500,89,Butterfree,,0,57.19,1754,88.09,447500,223,Butterfree,,0,,,,,,,,,
2238,Weedle,,13,2,90,50,6,14,15,77.8,8,8,,,,"2023-12-20 22:23",10/27/2023,,,0,0,0,800,97.73,94,98.59,113600,170,Beedrill,Normal,0,94.58,223,94.45,513600,352,Beedrill,Normal,0,99.58,18,98.7,3600,66,Beedrill,Normal,0,
2239,Weedle,,13,1,188,67,14,14,10,84.4,15,15,,,,"2023-12-20 22:23",11/6/2023,,,0,0,0,1900,47.55,2149,95.06,86400,140,Beedrill,Normal,0,97.92,86,96.12,496400,330,Beedrill,Normal,0,98.66,56,96.8,496400,268,Weedle,,0,
2240,Weedle,,13,2,316,96,3,14,14,68.9,29,29,,,,"2023-12-20 22:23",,,,0,0,0,5000,97.44,106,98.51,20000,78,Beedrill,Normal,0,86.64,548,92.21,410000,252,Beedrill,Normal,0,79.49,841,85.26,410000,190,Weedle,,0,
2237,Kakuna,,14,2,387,106,15,15,14,97.8,33,33,,,,"2023-12-20 22:23",2/22/2023,,,0,0,0,7000,99.98,2,99.17,366000,150,Kakuna,,0,99.95,3,99.33,366000,200,Beedrill,Normal,0,99.98,2,99.17,366000,150,Kakuna,,0,
2236,Beedrill,Normal,15,1,1701,135,15,15,15,100,34.5,34.5,,,,"2023-12-20 22:23",7/11/2018,,,0,0,0,7000,,,,,,,,,100,1,100,345000,126,Beedrill,Normal,0,,,,,,,,,
2231,Pidgey,,16,2,211,62,6,14,15,77.8,12,12,,,,"2023-12-20 22:23",9/1/2023,,,0,0,0,1300,98.63,57,98.4,69400,128,Pidgeot,Normal,0,93.6,263,94.47,505400,342,Pidgeot,Normal,0,85.57,592,95.84,10900,26,Pidgeotto,,0,
2232,Pidgey,,16,2,244,63,15,12,11,84.4,13,13,,,,"2023-12-20 22:23",9/19/2023,,,0,0,0,1600,41.39,2401,94.25,58800,118,Pidgeot,Normal,0,97.88,88,96.55,502800,338,Pidgeot,Normal,0,58.07,1718,93.61,6400,20,Pidgeotto,,0,
2233,Pidgey,,16,1,287,67,15,15,11,91.1,15,15,,,,"2023-12-20 22:23",4/1/2023,,,0,0,0,1900,23.88,3118,93.35,48900,107,Pidgeot,Normal,0,99.63,16,98.3,496400,330,Pidgeot,Normal,0,44.18,2287,90.9,60400,54,Pidgey,,0,
2234,Pidgey,,16,1,332,76,11,13,15,86.7,18,18,,,,"2023-12-20 22:23",,,,0,0,0,2200,51.97,1968,94.75,40400,98,Pidgeot,Normal,0,98.22,74,96.63,484400,318,Pidgeot,Normal,0,62.64,1531,92.54,56400,50,Pidgey,,0,
2235,Pidgey,,16,1,356,82,0,14,11,55.6,22,22,,,,"2023-12-20 22:23",,,,0,0,0,3000,96.85,130,97.93,36000,94,Pidgeot,Normal,0,63.35,1502,89.62,464000,300,Pidgeot,Normal,0,99.58,18,98.47,80000,70,Pidgey,,0,
2229,Pidgeotto,,17,1,500,93,4,15,15,75.6,16,16,,,,"2023-12-20 22:23",9/18/2023,,,0,0,0,1900,96.53,143,97.83,56600,100,Pidgeot,Normal,0,91.72,340,93.92,492600,314,Pidgeot,Normal,0,99.73,12,99.21,0,0,Pidgeotto,,0,
2230,Pidgeotto,,17,2,958,121,13,15,9,82.2,29,29,,,,"2023-12-20 22:23",,,,0,0,0,5000,97.88,88,95.14,410000,190,Pidgeotto,,0,97.41,107,96.09,410000,240,Pidgeot,Normal,0,,,,,,,,,
2228,Pidgeot,Normal,18,1,1195,122,15,13,10,84.4,20,20,,,,"2023-12-20 22:23",2/22/2023,,,0,0,0,0,38.88,2504,94.13,31000,28,Pidgeot,Normal,0,97.92,86,96.57,475000,248,Pidgeot,Normal,0,,,,,,,,,
2225,Rattata,Alola,19,1,301,57,13,14,10,82.2,15,15,,,,"2023-12-20 22:23",9/20/2023,,,0,0,0,1900,34.26,2693,94.12,130400,143,Raticate,Alola,0,96.87,129,95.69,496400,293,Raticate,Alola,0,41.39,2401,91.37,48900,45,Rattata,Alola,0,
2226,Rattata,Alola,19,2,505,77,11,15,14,88.9,25,25,,,,"2023-12-20 22:23",1/2/2023,,,0,0,0,4000,56.97,1763,95.36,78000,95,Raticate,Alola,0,98.34,69,96.74,444000,245,Raticate,Alola,0,,,,,,,,,
2227,Rattata,Normal,19,2,607,84,12,14,14,88.9,30,30,,,,"2023-12-20 22:23",7/8/2023,,,0,0,0,5000,77.14,937,96.15,22000,45,Raticate,Normal,0,99,42,96.93,400000,207,Raticate,Normal,0,,,,,,,,,
2221,Raticate,Alola,20,1,499,86,2,12,9,51.1,11.5,11.5,,,,"2023-12-20 22:23",8/19/2023,,,0,1,0,1560,96.48,145,98.24,284044,331,Raticate,Alola,1,47.08,2168,86.98,608044,369,Raticate,Alola,1,99.44,24,98.53,0,0,Raticate,Alola,1,
2222,Raticate,Alola,20,1,1147,127,13,14,14,91.1,24,24,,,,"2023-12-20 22:23",,,,0,0,0,3500,44.37,2279,94.68,79000,70,Raticate,Alola,0,99.07,39,97.48,451000,226,Raticate,Alola,0,,,,,,,,,
2223,Raticate,Normal,20,1,376,60,10,13,15,84.4,8,8,,,,"2023-12-20 22:23",12/6/2022,,,0,1,0,961,74.09,1062,95.97,169926,186,Raticate,Normal,1,97.95,85,95.9,616326,384,Raticate,Normal,1,27.91,2953,90.72,4322,8,Raticate,Normal,1,
2224,Raticate,Normal,20,1,510,71,4,15,15,75.6,11,11,,,,"2023-12-20 22:23",6/20/2023,,,0,0,0,1300,98.73,53,98.44,163000,158,Raticate,Normal,0,93.72,258,93.75,508000,284,Raticate,Normal,0,,,,,,,,,
2220,Spearow,,21,2,702,99,11,14,11,80,35,35,,,,"2023-12-20 22:23",,,,0,0,0,8000,96.92,127,93.02,338000,118,Spearow,,0,96.46,146,95.35,338000,168,Fearow,,0,,,,,,,,,
2219,Fearow,,22,1,1587,125,15,14,14,95.6,28,28,,,,"2023-12-20 22:23",4/3/2023,,,0,0,0,0,,,,,,,,,99.83,8,98.66,419000,198,Fearow,,0,,,,,,,,,
2215,Ekans,,23,1,335,59,15,12,12,86.7,13,13,,,,"2023-12-20 22:23",,,,0,0,0,1600,16.46,3422,93.25,79300,124,Arbok,,0,98.29,71,96.83,502800,326,Arbok,,0,18.1,3355,89.76,22800,24,Ekans,,0,
2216,Ekans,,23,1,337,60,6,14,11,68.9,14,14,,,,"2023-12-20 22:23",10/22/2023,,,0,0,0,1600,84.32,643,97.05,89600,132,Arbok,,0,85.84,581,92.49,499600,322,Arbok,,0,76.31,971,94.1,27100,26,Ekans,,0,
2217,Ekans,,23,2,546,80,3,14,14,68.9,23,23,,,,"2023-12-20 22:23",10/23/2023,,,0,0,0,3500,83.25,687,96.97,48000,92,Arbok,,0,87.57,510,92.85,458000,282,Arbok,,0,,,,,,,,,
2218,Ekans,,23,1,714,86,14,12,11,82.2,28,28,,,,"2023-12-20 22:23",,,,0,0,0,4500,52.14,1961,95.23,0,50,Arbok,,0,96.46,146,95.61,419000,248,Arbok,,0,,,,,,,,,
2214,Arbok,,24,2,496,71,0,10,15,55.6,10,10,,,,"2023-12-20 22:23",5/2/2023,,,0,0,0,1000,99.8,9,99.39,115000,108,Arbok,,0,61.83,1564,89.03,510000,286,Arbok,,0,98.41,66,97.6,0,0,Arbok,,0,
2173,Pikachu,Normal,25,1,529,74,15,13,14,93.3,20,20,,,,"2023-12-20 22:25",8/13/2023,,,0,0,0,2500,41.1,2413,94.01,24000,72,Raichu,Normal,0,99.71,13,98.8,475000,298,Raichu,Normal,0,,,,,,,,,
2174,Pikachu,Normal,25,2,662,84,9,4,9,48.9,28,28,,,,"2023-12-20 22:24",8/26/2023,,,0,0,0,4500,44.81,2261,81.75,419000,198,Pikachu,Normal,0,44.37,2279,87.49,419000,248,Raichu,Normal,0,,,,,,,,,
2175,Pikachu,Normal,25,1,663,79,14,8,4,57.8,27,27,,,,"2023-12-20 22:24",,,,0,0,0,4500,65.03,1433,84.99,428000,206,Pikachu,Normal,0,60.61,1614,89.28,428000,256,Raichu,Normal,0,,,,,,,,,
2176,Pikachu,Normal,25,1,708,92,4,4,15,51.1,31,31,,,,"2023-12-20 22:24",,,,0,0,0,6000,47.86,2136,82.29,390000,174,Pikachu,Normal,0,53.14,1920,88.44,390000,224,Raichu,Normal,0,,,,,,,,,
2177,Pikachu,Normal,25,2,757,89,4,14,8,57.8,34,34,,,,"2023-12-20 22:24",,,,0,0,0,7000,66.91,1356,85.34,352000,134,Pikachu,Normal,0,68.03,1310,90.16,352000,184,Raichu,Normal,0,,,,,,,,,
2178,Pikachu,Normal,25,2,195,46,8,13,12,73.3,8,8,,,,"2023-12-20 22:24",12/15/2022,,,0,0,0,800,73.04,1105,95.49,69600,120,Raichu,Normal,0,91.67,342,94.13,513600,340,Raichu,Normal,0,96.34,151,97.68,800,51,Raichu,Normal,0,
2179,Pikachu,Normal,25,2,387,63,13,14,11,84.4,15,15,,,,"2023-12-20 22:24",12/19/2023,,,0,0,0,1900,57.85,1727,94.75,48900,95,Raichu,Normal,0,97.39,108,96.36,496400,318,Raichu,Normal,0,41.93,2379,91.45,16400,16,Pikachu,Normal,0,
2180,Pikachu,Normal,25,2,389,64,12,15,13,88.9,15,15,,,,"2023-12-20 22:24",12/18/2023,,,0,0,0,1900,89.5,431,96.61,48900,95,Raichu,Normal,0,99.17,35,97.86,496400,318,Raichu,Normal,0,62.05,1555,92.84,16400,16,Pikachu,Normal,0,
2181,Pikachu,Normal,25,2,599,83,1,11,11,51.1,26,26,,,,"2023-12-20 22:24",12/18/2023,,,0,0,0,4000,87.08,530,96.39,0,50,Raichu,Normal,0,59.05,1678,89.1,436000,264,Raichu,Normal,0,,,,,,,,,
2182,Pikachu,Normal,25,2,387,64,13,12,13,84.4,15,15,,,,"2023-12-20 22:24",10/26/2023,,,0,0,0,1900,69.65,1244,95.32,48900,95,Raichu,Normal,0,97.73,94,96.56,496400,318,Raichu,Normal,0,36.14,2616,91.06,16400,16,Pikachu,Normal,0,
