Index,Name,Form,Pokemon,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Product (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
4384,Bruxish,,779,♂,1674,121,12.0,15.0,13.0,88.9,25.0,25.0,,,,2023-03-11 02:34,3/11/2023,,,0,0,0,4000,,,,,,,,,87.35%,519.0,96.87%,306000.0,220.0,Bruxish,,0.0,,,,,,,,,
1948,Togedemaru,,777,♀,478,65,15.0,12.0,12.0,86.7,8.0,8.0,Thunder Shock,,,2023-06-26 20:20,4/27/2023,4.58kg,0.35m,0,0,0,800,33.46%,2726.0,94.20%,66100.0,67.0,Togedemaru,,0.0,98.41%,66.0,96.81%,513600.0,290.0,Togedemaru,,0.0,18.27%,3348.0,89.39%,0.0,0.0,Togedemaru,,0.0,
772,Togedemaru,,777,♂,204,45,1.0,7.0,14.0,48.9,4.0,4.0,Thunder Shock,,,2023-07-12 15:16,7/11/2023,3.61kg,0.31m,0,0,0,400,83.79%,665.0,96.71%,86400.0,88.0,Togedemaru,,0.0,50.09%,2045.0,87.92%,518400.0,298.0,Togedemaru,,0.0,99.22%,33.0,98.46%,6400.0,10.0,Togedemaru,,0.0,
773,Togedemaru,,777,♂,560,74,0.0,10.0,13.0,51.1,10.0,10.0,Thunder Shock,,,2023-07-12 15:16,5/12/2023,3.9kg,0.32m,0,0,0,1000,96.73%,135.0,98.10%,78000.0,76.0,Togedemaru,,0.0,56.09%,1799.0,88.58%,510000.0,286.0,Togedemaru,,0.0,,,,,,,,,
774,Togedemaru,,777,♂,1534,118,15.0,14.0,14.0,95.6,25.0,25.0,Thunder Shock,,,2023-07-12 15:16,5/9/2023,1.56kg,0.24m,0,0,0,4000,,,,,,,,,99.80%,9.0,98.71%,444000.0,220.0,Togedemaru,,0.0,,,,,,,,,
614,Komala,,775,,543,66,1.0,15.0,13.0,64.4,8.0,8.0,,,,2023-07-22 11:22,7/16/2023,,,0,0,0,0,98.17%,76.0,98.18%,46600.0,49.0,Komala,,0.0,99.24%,32.0,98.99%,316600.0,290.0,Komala,,0.0,,,,,,,,,
2506,Sandygast,,769,,683,93,13.0,15.0,10.0,84.4,20.0,20.0,,,,2023-06-13 15:38,6/12/2023,,,0,0,0,3500,13.11%,3559.0,93.08%,8000.0,57.0,Palossand,,0.0,68.13%,1306.0,96.25%,301000.0,298.0,Palossand,,0.0,,,,,,,,,
2621,Sandygast,,769,♂,681,95,13.0,11.0,14.0,84.4,20.0,20.0,,,,2023-06-13 02:19,6/12/2023,,,0,0,0,2500,73.04%,1105.0,96.18%,11000.0,60.0,Palossand,,0.0,61.64%,1572.0,95.94%,301000.0,298.0,Palossand,,0.0,,,,,,,,,
666,Wimpod,,767,♀,267,63,11.0,13.0,13.0,82.2,20.0,20.0,,,,2023-07-22 11:11,7/21/2023,,,0,0,0,2500,96.61%,140.0,91.95%,475000.0,248.0,Wimpod,,0.0,41.29%,2405.0,95.35%,56000.0,450.0,Golisopod,,0.0,95.26%,195.0,95.60%,350000.0,248.0,Wimpod,,0.0,
134,Wimpod,,767,♂,277,62,14.0,14.0,12.0,88.9,20.0,20.0,,,,2023-08-06 22:12,8/5/2023,,,0,0,0,2500,99.22%,33.0,95.50%,475000.0,248.0,Wimpod,,0.0,63.49%,1496.0,96.30%,56000.0,450.0,Golisopod,,0.0,88.40%,476.0,93.92%,267000.0,248.0,Wimpod,,0.0,
452,Wimpod,,767,♀,252,65,2.0,15.0,14.0,68.9,21.0,21.0,,,,2023-07-30 14:01,7/19/2023,,,0,0,0,3500,76.80%,951.0,83.21%,470000.0,244.0,Wimpod,,0.0,91.23%,360.0,97.77%,60000.0,454.0,Golisopod,,0.0,91.36%,355.0,94.52%,470000.0,244.0,Wimpod,,0.0,
3506,Wimpod,,767,♀,282,62,15.0,15.0,12.0,93.3,20.0,20.0,,,,2023-05-09 02:48,5/4/2023,,,0,0,0,2500,99.88%,6.0,97.78%,475000.0,248.0,Wimpod,,0.0,26.47%,3012.0,94.68%,51500.0,446.0,Golisopod,,0.0,84.30%,644.0,93.25%,235000.0,248.0,Wimpod,,0.0,
4890,Oranguru,,765,♂,1509,138,14.0,10.0,14.0,84.4,22.0,22.0,,,,2023-02-24 18:41,11/25/2022,,,0,0,0,3000,,,,,,,,,38.93%,2502.0,94.93%,278000.0,238.0,Oranguru,,0.0,,,,,,,,,
618,Oranguru,,765,♀,653,93,4.0,12.0,15.0,68.9,10.0,10.0,,,,2023-07-22 11:21,7/18/2023,,,0,0,0,1300,65.20%,1426.0,95.50%,49000.0,51.0,Oranguru,,0.0,96.00%,165.0,98.38%,424000.0,286.0,Oranguru,,0.0,,,,,,,,,
769,Bounsweet,,761,♀,87,54,0.0,4.0,14.0,40.0,9.0,9.0,,,,2023-07-12 15:16,6/28/2023,3.48kg,0.32m,0,0,0,1000,53.89%,1889.0,94.76%,32000.0,161.0,Tsareena,,0.0,91.58%,346.0,97.70%,167000.0,287.0,Tsareena,,0.0,94.53%,225.0,96.55%,102000.0,123.0,Steenee,,0.0,
3871,Bounsweet,,761,♀,186,68,12.0,12.0,10.0,75.6,15.0,15.0,,,,2023-05-02 01:37,4/21/2023,4.81kg,0.36m,0,0,0,1900,36.14%,2616.0,93.96%,12000.0,137.0,Tsareena,,0.0,65.62%,1409.0,96.38%,106400.0,219.0,Tsareena,,0.0,93.04%,286.0,94.48%,496400.0,268.0,Bounsweet,,0.0,
194,Bounsweet,,761,,45,35,11.0,11.0,15.0,82.2,4.0,4.0,,,,2023-08-04 01:03,8/3/2023,,,0,0,0,0,74.65%,1039.0,95.77%,34000.0,167.0,Tsareena,,0.0,75.97%,985.0,96.80%,123400.0,245.0,Tsareena,,0.0,94.97%,207.0,95.24%,518400.0,298.0,Bounsweet,,0.0,
3870,Bounsweet,,761,♀,55,43,0.0,0.0,14.0,31.1,6.0,6.0,,,,2023-05-02 01:37,4/22/2023,4.64kg,0.35m,0,0,0,600,91.87%,334.0,97.03%,38900.0,169.0,Tsareena,,0.0,93.85%,253.0,97.89%,186400.0,311.0,Tsareena,,0.0,84.35%,642.0,95.06%,111400.0,133.0,Steenee,,0.0,
768,Bounsweet,,761,♀,312,84,15.0,15.0,6.0,80.0,24.0,24.0,Razor Leaf,,,2023-07-12 15:16,7/12/2023,5.4kg,0.37m,0,0,0,4000,97.56%,101.0,93.89%,451000.0,251.0,Steenee,,0.0,19.07%,3315.0,94.57%,51000.0,169.0,Tsareena,,0.0,93.99%,247.0,94.87%,379000.0,226.0,Bounsweet,,0.0,
4891,Stufful,,759,♂,575,96,15.0,14.0,14.0,95.6,15.0,15.0,,,,2023-02-24 18:41,12/17/2022,,,0,0,0,1900,99.63%,16.0,98.63%,466400.0,268.0,Stufful,,0.0,44.22%,2285.0,95.57%,77400.0,470.0,Bewear,,0.0,,,,,,,,,
4892,Stufful,,759,♂,717,108,13.0,13.0,15.0,91.1,19.0,19.0,,,,2023-02-24 18:41,11/17/2022,,,0,0,0,2500,99.80%,9.0,98.85%,480000.0,252.0,Stufful,,0.0,23.66%,3127.0,94.65%,61000.0,454.0,Bewear,,0.0,,,,,,,,,
3373,Salandit,,757,,618,86,14.0,12.0,11.0,82.2,20.0,20.0,,,,2023-05-17 22:45,5/17/2023,,,0,0,0,3500,48.40%,2114.0,95.03%,8000.0,57.0,Salazzle,,0.0,51.60%,1983.0,95.58%,278000.0,298.0,Salazzle,,0.0,,,,,,,,,
4893,Salandit,,757,♂,600,86,11.0,11.0,10.0,71.1,20.0,20.0,,,,2023-02-24 18:41,1/19/2023,,,0,0,0,2500,88.62%,467.0,90.27%,475000.0,248.0,Salandit,,0.0,88.62%,467.0,90.27%,475000.0,248.0,Salandit,,0.0,,,,,,,,,
4894,Shiinotic,,756,♀,1398,117,11.0,15.0,14.0,88.9,27.0,27.0,,,,2023-02-24 18:41,2/8/2023,,,0,0,0,4500,35.16%,2656.0,94.33%,13500.0,12.0,Shiinotic,,0.0,99.05%,40.0,97.63%,428000.0,206.0,Shiinotic,,0.0,,,,,,,,,
3512,Morelull,,755,♀,639,83,10.0,14.0,11.0,77.8,23.0,23.0,,,,2023-05-09 02:47,5/6/2023,,,0,0,0,3500,76.07%,981.0,96.52%,53000.0,96.0,Shiinotic,,0.0,93.53%,266.0,94.47%,458000.0,282.0,Shiinotic,,0.0,,,,,,,,,
1939,Fomantis,,753,♀,84,36,1.0,14.0,7.0,48.9,5.0,5.0,,,,2023-06-26 20:22,6/21/2023,1.13kg,0.26m,0,0,0,600,98.56%,60.0,98.73%,66600.0,120.0,Lurantis,,0.0,85.40%,599.0,96.70%,517600.0,346.0,Lurantis,,0.0,94.21%,238.0,96.21%,4000.0,56.0,Lurantis,,0.0,
1202,Fomantis,,753,♂,593,92,15.0,13.0,9.0,82.2,29.0,29.0,,,,2023-07-07 18:11,6/17/2023,1.62kg,0.3m,0,0,0,5000,97.22%,115.0,93.16%,410000.0,190.0,Fomantis,,0.0,58.14%,1715.0,95.16%,272000.0,240.0,Lurantis,,0.0,,,,,,,,,
1940,Fomantis,,753,♂,254,65,3.0,10.0,12.0,55.6,14.0,14.0,,,,2023-06-26 20:22,6/16/2023,1.14kg,0.24m,0,0,0,1600,90.01%,410.0,97.17%,45100.0,93.0,Lurantis,,0.0,96.65%,138.0,98.12%,499600.0,322.0,Lurantis,,0.0,94.99%,206.0,96.25%,76100.0,70.0,Fomantis,,0.0,
1203,Fomantis,,753,,306,69,13.0,12.0,15.0,88.9,15.0,15.0,,,,2023-07-07 18:11,6/23/2023,,,0,0,0,2200,52.63%,1941.0,95.07%,32400.0,80.0,Lurantis,,0.0,69.08%,1267.0,95.69%,346400.0,318.0,Lurantis,,0.0,72.41%,1131.0,93.46%,48900.0,45.0,Fomantis,,0.0,
1937,Fomantis,,753,♀,414,79,14.0,14.0,13.0,91.1,20.0,20.0,,,,2023-06-26 20:22,6/2/2023,1.86kg,0.35m,0,0,0,2500,49.89%,2053.0,94.94%,11000.0,60.0,Lurantis,,0.0,61.93%,1560.0,95.34%,313000.0,298.0,Lurantis,,0.0,62.74%,1527.0,92.67%,24000.0,22.0,Fomantis,,0.0,
628,Dewpider,,751,,643,99,14.0,10.0,15.0,86.7,35.0,35.0,,,,2023-07-22 11:19,7/19/2023,,,0,0,0,12000,98.71%,54.0,95.11%,338000.0,118.0,Dewpider,,0.0,98.78%,51.0,97.17%,338000.0,168.0,Araquanid,,0.0,,,,,,,,,
1947,Dewpider,,751,♂,282,70,4.0,12.0,15.0,68.9,16.0,16.0,,,,2023-06-26 20:20,6/14/2023,2.9kg,0.24m,0,0,0,1900,92.43%,311.0,97.93%,120600.0,158.0,Araquanid,,0.0,75.65%,998.0,91.02%,492600.0,314.0,Araquanid,,0.0,81.25%,769.0,94.82%,73600.0,66.0,Dewpider,,0.0,
2504,Dewpider,,751,♂,169,55,1.0,12.0,15.0,62.2,10.0,10.0,,,,2023-06-13 15:39,6/3/2023,5.42kg,0.36m,0,0,0,1000,99.51%,21.0,99.40%,158000.0,202.0,Araquanid,,0.0,59.02%,1679.0,88.92%,510000.0,336.0,Araquanid,,0.0,99.88%,6.0,99.08%,105000.0,100.0,Dewpider,,0.0,
4243,Toxapex,,748,♀,925,90,10.0,15.0,15.0,88.9,20.0,20.0,Bite,Sludge Wave,,2023-03-28 01:54,3/1/2023,15.11kg,0.67m,0,0,0,2500,62.30%,1545.0,95.45%,130000.0,122.0,Toxapex,,0.0,97.24%,114.0,96.12%,475000.0,248.0,Toxapex,,0.0,,,,,,,,,
4412,Mareanie,,747,♀,531,90,10.0,15.0,15.0,88.9,20.0,20.0,,,,2023-03-09 02:45,3/1/2023,10.39kg,0.43m,0,0,0,2500,62.30%,1545.0,95.45%,130000.0,172.0,Toxapex,,0.0,97.24%,114.0,96.12%,475000.0,298.0,Toxapex,,0.0,,,,,,,,,
3161,Mareanie,,747,♀,539,88,15.0,11.0,11.0,82.2,20.0,20.0,,,,2023-05-23 21:26,2/25/2023,5.32kg,0.34m,0,0,0,2500,24.20%,3105.0,93.05%,116000.0,156.0,Toxapex,,0.0,97.51%,103.0,96.28%,475000.0,298.0,Toxapex,,0.0,,,,,,,,,
4897,Lycanroc,Midday,745,♂,1498,114,14.0,13.0,11.0,84.4,20.0,20.0,,,,2023-02-24 18:40,11/22/2022,,,0,0,0,2500,78.14%,896.0,96.14%,0.0,0.0,Lycanroc,Midday,0.0,42.59%,2352.0,95.56%,161000.0,160.0,Lycanroc,Midday,0.0,,,,,,,,,
3195,Rockruff,,744,♂,533,84,15.0,13.0,13.0,91.1,20.0,20.0,,,,2023-05-22 16:44,5/20/2023,,,0,0,0,2500,99.24%,32.0,96.22%,475000.0,248.0,Rockruff,,0.0,67.03%,1351.0,96.44%,145000.0,190.0,Lycanroc,Dusk,0.0,,,,,,,,,
2939,Rockruff,,744,,516,85,12.0,10.0,15.0,82.2,20.0,20.0,,,,2023-06-02 11:00,5/29/2023,,,0,0,0,3500,92.67%,301.0,97.56%,0.0,50.0,Lycanroc,Dusk,0.0,60.39%,1623.0,96.35%,145000.0,190.0,Lycanroc,Midnight,0.0,,,,,,,,,
2996,Rockruff,,744,♂,541,84,15.0,15.0,14.0,97.8,20.0,20.0,,,,2023-06-02 10:48,5/29/2023,,,0,0,0,2500,99.95%,3.0,99.17%,475000.0,248.0,Rockruff,,0.0,79.95%,822.0,97.04%,145000.0,190.0,Lycanroc,Midday,0.0,,,,,,,,,
3158,Rockruff,,744,♀,527,83,13.0,15.0,11.0,86.7,20.0,20.0,,,,2023-05-23 21:27,5/4/2023,6.63kg,0.41m,0,0,0,2500,98.61%,58.0,95.20%,475000.0,248.0,Rockruff,,0.0,65.71%,1405.0,96.41%,161000.0,210.0,Lycanroc,Midday,0.0,,,,,,,,,
594,Rockruff,,744,♀,532,84,15.0,12.0,14.0,91.1,20.0,20.0,,,,2023-07-24 18:41,7/24/2023,,,0,0,0,2500,99.10%,38.0,95.97%,475000.0,248.0,Rockruff,,0.0,67.23%,1343.0,96.46%,145000.0,190.0,Lycanroc,Dusk,0.0,,,,,,,,,
3869,Rockruff,,744,♂,530,82,15.0,14.0,10.0,86.7,20.0,20.0,,,,2023-05-02 01:38,11/19/2022,7.52kg,0.45m,0,0,0,2500,98.27%,72.0,94.80%,475000.0,248.0,Rockruff,,0.0,48.18%,2123.0,95.77%,145000.0,190.0,Lycanroc,Dusk,0.0,,,,,,,,,
4092,Ribombee,,743,♀,666,75,11.0,9.0,15.0,77.8,11.0,11.0,,,,2023-04-16 13:10,4/6/2023,,,0,0,0,1300,57.00%,1762.0,95.44%,60500.0,61.0,Ribombee,,0.0,92.92%,291.0,94.47%,508000.0,284.0,Ribombee,,0.0,,,,,,,,,
4144,Cutiefly,,742,♀,261,59,11.0,9.0,15.0,77.8,11.0,11.0,,,,2023-04-07 22:42,4/6/2023,,,0,0,0,1300,57.00%,1762.0,95.44%,60500.0,111.0,Ribombee,,0.0,92.92%,291.0,94.47%,508000.0,334.0,Ribombee,,0.0,70.09%,1226.0,93.83%,38000.0,40.0,Cutiefly,,0.0,
4476,Oricorio,Baile,741,♀,1373,118,14.0,12.0,13.0,86.7,21.0,21.0,Pound,Aerial Ace,,2023-03-06 00:06,2/27/2023,3.53kg,0.6m,0,0,0,3000,15.02%,3481.0,93.19%,9000.0,9.0,Oricorio,Baile,0.0,90.16%,404.0,96.96%,384000.0,244.0,Oricorio,Baile,0.0,,,,,,,,,
2574,Oricorio,Baile,741,♂,164,41,6.0,15.0,10.0,68.9,3.0,3.0,Air Slash,,,2023-06-13 11:35,5/4/2023,4.06kg,0.61m,0,0,0,400,76.09%,980.0,96.19%,64700.0,71.0,Oricorio,Baile,0.0,98.88%,47.0,98.54%,519200.0,300.0,Oricorio,Baile,0.0,96.04%,163.0,97.74%,5600.0,10.0,Oricorio,Baile,0.0,
2575,Oricorio,Baile,741,♀,2057,149,5.0,14.0,15.0,75.6,35.0,35.0,Pound,,,2023-06-13 11:35,4/18/2023,4.38kg,0.66m,0,0,0,8000,,,,,,,,,99.80%,9.0,99.28%,323000.0,118.0,Oricorio,Baile,0.0,,,,,,,,,
3157,Crabrawler,,739,♀,138,36,13.0,15.0,10.0,84.4,4.0,4.0,,,,2023-05-23 21:27,3/6/2023,5.41kg,0.56m,0,0,0,400,98.88%,47.0,98.53%,518400.0,298.0,Crabrawler,,0.0,44.59%,2270.0,95.90%,128400.0,174.0,Crabominable,,0.0,55.87%,1808.0,93.37%,15600.0,22.0,Crabrawler,,0.0,
3867,Crabrawler,,739,♀,930,98,9.0,13.0,15.0,82.2,25.0,25.0,,,,2023-05-02 01:39,4/27/2023,10.38kg,0.74m,0,0,0,4000,97.17%,117.0,97.68%,444000.0,220.0,Crabrawler,,0.0,91.23%,360.0,98.00%,66000.0,108.0,Crabominable,,0.0,,,,,,,,,
2576,Charjabug,,737,♀,123,34,14.0,13.0,11.0,84.4,3.0,3.0,,,,2023-06-13 11:35,12/1/2022,14.47kg,0.57m,0,0,0,400,62.10%,1553.0,95.50%,30400.0,140.0,Vikavolt,,0.0,63.98%,1476.0,96.50%,104700.0,206.0,Vikavolt,,0.0,73.68%,1079.0,94.45%,10200.0,15.0,Charjabug,,0.0,
3155,Charjabug,,737,♂,390,65,1.0,10.0,15.0,57.8,9.0,9.0,,,,2023-05-23 21:28,3/1/2023,17.08kg,0.62m,0,0,0,1000,99.34%,28.0,98.94%,27600.0,132.0,Vikavolt,,0.0,99.27%,31.0,99.05%,112000.0,206.0,Vikavolt,,0.0,55.95%,1805.0,93.17%,4000.0,4.0,Charjabug,,0.0,
3153,Grubbin,,736,♀,175,50,6.0,13.0,13.0,71.1,7.0,7.0,,,,2023-05-23 21:28,5/8/2023,2.32kg,0.31m,0,0,0,800,96.43%,147.0,98.05%,28600.0,159.0,Vikavolt,,0.0,67.33%,1339.0,96.63%,105200.0,227.0,Vikavolt,,0.0,93.70%,259.0,96.69%,7200.0,33.0,Charjabug,,0.0,
3154,Grubbin,,736,♂,607,94,1.0,12.0,10.0,51.1,25.0,25.0,,,,2023-05-23 21:28,5/23/2023,1.47kg,0.31m,0,0,0,4000,90.33%,397.0,97.69%,174000.0,215.0,Charjabug,,0.0,98.97%,43.0,98.98%,49000.0,167.0,Vikavolt,,0.0,,,,,,,,,
4475,Grubbin,,736,♂,218,58,1.0,10.0,15.0,57.8,9.0,9.0,,,,2023-03-06 00:07,3/1/2023,5.06kg,0.41m,0,0,0,1000,99.34%,28.0,98.94%,27600.0,157.0,Vikavolt,,0.0,99.27%,31.0,99.05%,112000.0,231.0,Vikavolt,,0.0,83.17%,690.0,95.00%,37000.0,40.0,Grubbin,,0.0,
2578,Grubbin,,736,♂,414,73,15.0,15.0,10.0,88.9,15.0,15.0,,,,2023-06-13 11:35,3/9/2023,7.61kg,0.49m,0,0,0,1900,73.55%,1084.0,96.07%,7600.0,133.0,Vikavolt,,0.0,24.10%,3109.0,94.89%,77400.0,195.0,Vikavolt,,0.0,53.80%,1893.0,92.75%,12000.0,12.0,Grubbin,,0.0,
3026,Grubbin,,736,,348,70,2.0,15.0,10.0,60.0,14.0,14.0,,,,2023-05-26 18:20,5/23/2023,,,0,0,0,1900,91.60%,345.0,97.82%,211600.0,243.0,Charjabug,,0.0,80.49%,800.0,97.22%,94600.0,211.0,Vikavolt,,0.0,97.61%,99.0,97.38%,24600.0,24.0,Grubbin,,0.0,
2577,Grubbin,,736,♀,625,93,13.0,12.0,14.0,86.7,23.0,23.0,,,,2023-06-13 11:35,5/9/2023,5.16kg,0.4m,0,0,0,3500,45.52%,2232.0,94.97%,92000.0,107.0,Charjabug,,0.0,74.90%,1029.0,96.95%,43500.0,163.0,Vikavolt,,0.0,,,,,,,,,
545,Yungoos,,734,♀,273,65,14.0,15.0,14.0,95.6,11.0,11.0,,,,2023-07-26 22:19,7/24/2023,,,0,0,0,1300,64.62%,1450.0,95.60%,57000.0,108.0,Gumshoos,,0.0,99.88%,6.0,98.98%,508000.0,334.0,Gumshoos,,0.0,77.26%,932.0,93.76%,33000.0,36.0,Yungoos,,0.0,
242,Yungoos,,734,♂,697,107,9.0,15.0,15.0,86.7,29.0,29.0,,,,2023-08-02 16:18,7/24/2023,,,0,0,0,7000,98.97%,43.0,95.62%,410000.0,190.0,Yungoos,,0.0,98.95%,44.0,97.13%,410000.0,240.0,Gumshoos,,0.0,,,,,,,,,
241,Yungoos,,734,,142,47,14.0,14.0,13.0,91.1,6.0,6.0,,,,2023-08-02 16:18,5/9/2023,,,0,0,0,600,48.55%,2108.0,94.85%,65400.0,118.0,Gumshoos,,0.0,99.37%,27.0,97.67%,516400.0,344.0,Gumshoos,,0.0,56.24%,1793.0,93.17%,2800.0,54.0,Gumshoos,,0.0,
1218,Yungoos,,734,,142,46,15.0,14.0,11.0,88.9,6.0,6.0,,,,2023-07-07 17:58,6/28/2023,,,0,0,0,600,29.94%,2870.0,93.97%,65400.0,118.0,Gumshoos,,0.0,98.88%,47.0,97.06%,516400.0,344.0,Gumshoos,,0.0,48.01%,2130.0,92.46%,2800.0,54.0,Gumshoos,,0.0,
3316,Yungoos,,734,,133,46,10.0,10.0,11.0,68.9,6.0,6.0,,,,2023-05-17 22:51,5/10/2023,,,0,0,0,0,41.10%,2413.0,94.52%,72400.0,124.0,Gumshoos,,0.0,82.56%,715.0,91.76%,516400.0,344.0,Gumshoos,,0.0,91.62%,344.0,96.76%,3600.0,55.0,Gumshoos,,0.0,
3957,Yungoos,,734,♀,222,59,15.0,14.0,14.0,95.6,9.0,9.0,,,,2023-05-02 00:34,4/29/2023,,,0,0,0,1000,58.41%,1704.0,95.31%,61000.0,112.0,Gumshoos,,0.0,99.80%,9.0,98.68%,512000.0,338.0,Gumshoos,,0.0,69.82%,1237.0,93.12%,37000.0,40.0,Yungoos,,0.0,
4186,Yungoos,,734,♂,486,88,13.0,13.0,14.0,88.9,20.0,20.0,,,,2023-03-28 14:28,3/28/2023,,,0,0,0,2500,86.91%,537.0,96.95%,27500.0,75.0,Gumshoos,,0.0,98.80%,50.0,96.97%,475000.0,298.0,Gumshoos,,0.0,77.34%,929.0,93.76%,2500.0,2.0,Yungoos,,0.0,
4901,Yungoos,,734,♂,492,87,14.0,14.0,13.0,91.1,20.0,20.0,,,,2023-02-24 18:39,2/21/2023,,,0,0,0,2500,48.55%,2108.0,94.85%,24000.0,72.0,Gumshoos,,0.0,99.37%,27.0,97.67%,475000.0,298.0,Gumshoos,,0.0,45.69%,2225.0,91.39%,0.0,0.0,Yungoos,,0.0,
243,Yungoos,,734,,311,69,14.0,15.0,14.0,95.6,12.5,12.5,,,,2023-08-02 16:18,7/24/2023,,,0,0,0,1600,64.62%,1450.0,95.60%,53100.0,102.0,Gumshoos,,0.0,99.88%,6.0,98.98%,504100.0,328.0,Gumshoos,,0.0,77.26%,932.0,93.76%,29100.0,30.0,Yungoos,,0.0,
