Index,Name,Form,Pokemon,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Product (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
11,Crustle,,558,♀,624,74,8,13,15,80.0,9.0,9.0,Fury Cutter,,,"2023-08-10 16:00",4/22/2023,169.83kg,1.38m,0,0,0,1000,95.02%,205,97.92%,45000,47,Crustle,,0,83.61%,672,97.40%,293000,288,Crustle,,0,,,,,,,,,
12,Petilil,,548,♀,731,96,10,15,13,84.4,26.0,26.0,,,,"2023-08-10 15:59",6/17/2023,4.02kg,0.42m,0,0,0,4000,97.92%,86,94.66%,436000,214,Petilil,,0,82.37%,723,97.43%,196000,264,Lilligant,Normal,0,,,,,,,,,
13,Petilil,,548,♀,430,71,14,15,10,86.7,15.0,15.0,,,,"2023-08-10 15:59",8/8/2023,,,0,0,0,1900,23.10%,3150,93.34%,23900,72,Lilligant,Normal,0,44.25%,2284,95.83%,236400,303,Lilligant,Normal,0,28.77%,2918,90.81%,7600,8,Petilil,,0,
14,Lilligant,Normal,549,♀,1781,124,14,9,15,84.4,25.0,25.0,Hidden Power,,,"2023-08-10 15:59",11/22/2022,9.9kg,0.89m,0,0,0,4000,,,,,,,,,41.29%,2405,95.72%,194000,220,Lilligant,Normal,0,,,,,,,,,
15,Petilil,,548,♀,213,52,5,15,13,73.3,8.0,8.0,,,,"2023-08-10 15:59",4/24/2023,10.24kg,0.59m,0,0,0,800,95.63%,180,97.45%,46600,99,Lilligant,Normal,0,95.07%,203,98.40%,305600,340,Lilligant,Normal,0,99.46%,23,98.19%,31400,36,Petilil,,0,
16,Petilil,,548,♀,807,105,1,15,14,66.7,31.5,31.5,,,,"2023-08-10 15:59",4/21/2023,7.19kg,0.52m,0,0,0,6000,84.30%,644,88.81%,384000,168,Petilil,,0,99.80%,9,99.75%,210000,218,Lilligant,Normal,0,,,,,,,,,
17,Petilil,,548,♀,556,83,10,14,11,77.8,20.0,20.0,,,,"2023-08-10 15:59",8/9/2023,,,0,0,0,2500,61.64%,1572,95.08%,5000,54,Lilligant,Normal,0,69.06%,1268,96.80%,245000,298,Lilligant,Normal,0,,,,,,,,,
18,Simisear,,514,♂,1745,134,10,12,13,77.8,27.0,27.0,Fire Spin,,,"2023-08-10 15:58",11/16/2022,20.14kg,0.85m,0,0,0,4500,,,,,,,,,94.75%,216,97.63%,370000,206,Simisear,,0,,,,,,,,,
19,Pansear,,513,♂,110,42,3,9,9,46.7,5.0,5.0,,,,"2023-08-10 15:58",6/14/2023,14.85kg,0.7m,0,0,0,600,95.97%,166,97.70%,70100,123,Simisear,,0,48.01%,2130,93.58%,517600,346,Simisear,,0,73.11%,1102,93.90%,47600,52,Pansear,,0,
20,Pansear,,513,♂,781,113,7,10,14,68.9,33.0,33.0,,,,"2023-08-10 15:58",4/5/2023,14.54kg,0.69m,0,0,0,7000,81.03%,778,88.30%,366000,150,Pansear,,0,96.02%,164,97.87%,351000,200,Simisear,,0,,,,,,,,,
21,Mankey,,56,♂,268,53,1,14,13,62.2,9.0,9.0,,,,"2023-08-10 15:56",8/5/2023,37.4kg,0.56m,0,0,0,1000,98.36%,68,98.50%,64500,115,Primeape,,0,81.12%,774,95.26%,512000,338,Primeape,,0,99.34%,28,98.27%,21300,26,Mankey,,0,
22,Mankey,,56,♂,798,88,11,14,12,82.2,25.0,25.0,,,,"2023-08-10 15:56",11/11/2022,19.66kg,0.43m,0,0,0,4000,96.78%,133,93.98%,444000,220,Mankey,,0,98.36%,68,98.58%,429000,270,Primeape,,0,,,,,,,,,
23,Mankey,,56,♂,491,69,,,,93.3,15.0,15.0,,,,"2023-08-10 15:56",,47.91kg,0.65m,0,0,0,1900,69.43%,1166,95.92%,38400,86,Primeape,,0,96.79%,99,98.35%,438400,318,Primeape,,0,52.00%,1401,93.48%,0,0,Mankey,,0,
24,Mankey,,56,♂,476,69,10,12,15,82.2,15.0,15.0,,,,"2023-08-10 15:56",7/29/2023,16.87kg,0.39m,0,0,0,1900,80.44%,802,96.43%,41900,89,Primeape,,0,98.97%,43,98.82%,481400,318,Primeape,,0,79.51%,840,94.53%,1900,2,Mankey,,0,
25,Mankey,,56,♂,491,69,15,12,15,93.3,15.0,15.0,,,,"2023-08-10 15:56",3/22/2023,47.91kg,0.66m,0,0,0,1900,67.64%,1326,95.71%,38400,86,Primeape,,0,95.92%,168,97.97%,438400,318,Primeape,,0,37.92%,2543,91.71%,0,0,Mankey,,0,
26,Primeape,,57,♀,1499,116,1,12,11,53.3,25.0,25.0,Counter,Ice Punch,,"2023-08-10 15:56",2/22/2023,21.87kg,0.81m,0,0,0,4000,99.68%,14,99.19%,0,0,Primeape,,0,67.77%,1321,93.37%,444000,220,Primeape,,0,,,,,,,,,
27,Psyduck,,54,♂,220,56,3,9,14,57.8,8.0,8.0,,,,"2023-08-10 15:56",6/17/2023,,,0,1,0,961,89.91%,414,97.33%,66726,138,Golduck,,1,95.09%,202,98.65%,546726,434,Golduck,,1,75.58%,1001,94.57%,32406,51,Psyduck,,1,
28,Psyduck,,54,♂,222,56,5,8,13,57.8,8.0,8.0,,,,"2023-08-10 15:55",7/9/2023,,,0,1,0,961,93.87%,252,97.76%,66726,138,Golduck,,1,88.30%,480,97.91%,529926,434,Golduck,,1,68.94%,1273,94.03%,32406,51,Psyduck,,1,
29,Wigglytuff,,40,♀,1145,189,15,13,15,95.6,21.0,21.0,Pound,,,"2023-08-10 15:54",1/11/2023,6.58kg,0.79m,0,0,0,3000,62.78%,1525,95.48%,46500,42,Wigglytuff,,0,99.56%,19,98.10%,470000,244,Wigglytuff,,0,,,,,,,,,
30,Wigglytuff,,40,♂,1649,227,13,14,14,91.1,31.0,31.0,Pound,,,"2023-08-10 15:54",6/26/2023,10.23kg,0.95m,0,0,0,6000,,,,,,,,,99.15%,36,97.51%,390000,174,Wigglytuff,,0,,,,,,,,,
31,Jigglypuff,,39,♀,628,197,12,15,13,88.9,33.0,33.0,,,,"2023-08-10 15:54",6/26/2023,,,0,0,0,7000,99.02%,41,95.97%,366000,150,Jigglypuff,,0,99.10%,38,97.49%,366000,200,Wigglytuff,,0,,,,,,,,,
32,Arbok,,24,♀,496,71,0,10,15,55.6,10.0,10.0,Dragon Tail,,,"2023-08-10 15:54",5/2/2023,101.09kg,4.29m,0,0,0,1000,99.80%,9,99.39%,115000,108,Arbok,,0,61.83%,1564,89.03%,510000,286,Arbok,,0,98.41%,66,97.60%,0,0,Arbok,,0,
33,Raticate,Alola,20,♂,1183,129,12,14,13,86.7,25.0,25.0,,,,"2023-08-10 15:54",11/8/2022,,,0,0,0,4000,46.47%,2193,94.79%,78000,70,Raticate,Alola,0,98.44%,65,96.83%,444000,220,Raticate,Alola,0,,,,,,,,,
34,Rattata,Normal,19,♂,209,51,4,15,15,75.6,11.0,11.0,,,,"2023-08-10 15:53",6/20/2023,,,0,0,0,1300,98.73%,53,98.44%,163000,183,Raticate,Normal,0,93.72%,258,93.75%,508000,309,Raticate,Normal,0,95.34%,192,96.63%,72000,70,Rattata,Normal,0,
35,Raticate,Normal,20,♂,373,58,10,15,10,77.8,8.0,8.0,,,,"2023-08-10 15:53",11/19/2022,,,0,1,0,961,57.63%,1736,95.15%,60400,59,Raticate,Normal,2,98.22%,74,96.11%,400600,211,Raticate,Normal,2,85.37%,600,95.08%,5522,10,Raticate,Normal,1,
36,Kakuna,,14,♀,387,106,15,15,14,97.8,33.0,33.0,,,,"2023-08-10 15:52",,4.95kg,0.46m,0,0,0,7000,99.98%,2,99.17%,366000,150,Kakuna,,0,99.95%,3,99.33%,366000,200,Beedrill,Normal,0,99.98%,2,99.17%,366000,150,Kakuna,,0,
37,Kakuna,,14,♂,295,94,13,14,14,91.1,25.0,25.0,,,,"2023-08-10 15:52",12/17/2022,,,0,0,0,4000,34.68%,2676,94.41%,29500,76,Beedrill,Normal,0,99.32%,29,97.57%,444000,270,Beedrill,Normal,0,99.10%,38,94.85%,444000,220,Kakuna,,0,
38,Weedle,,13,♀,316,96,3,14,14,68.9,29.0,29.0,,,,"2023-08-10 15:52",4/3/2023,3.22kg,0.32m,0,0,0,5000,97.44%,106,98.51%,20000,78,Beedrill,Normal,0,86.64%,548,92.21%,410000,252,Beedrill,Normal,0,79.49%,841,85.26%,410000,190,Weedle,,0,
39,Weedle,,13,♀,123,59,1,13,9,51.1,12.0,12.0,,,,"2023-08-10 15:52",3/2/2023,,,0,0,0,1300,96.46%,146,98.32%,139400,192,Beedrill,Normal,0,58.39%,1705,88.06%,505400,342,Beedrill,Normal,0,54.21%,1876,78.47%,505400,280,Weedle,,0,
40,Beedrill,Normal,15,♂,1701,135,15,15,15,100.0,34.5,34.5,,,,"2023-08-10 15:51",,34.85kg,1.11m,0,0,0,7000,,,,,,,,,100.00%,1,100%,345000,126,Beedrill,Normal,0,,,,,,,,,
41,Beedrill,Normal,15,♀,1266,120,5,9,14,62.2,26.0,26.0,,,,"2023-08-10 15:51",5/23/2023,,,0,0,0,4000,92.11%,324,97.73%,52000,46,Beedrill,Normal,0,73.75%,1076,90.04%,436000,214,Beedrill,Normal,0,,,,,,,,,
42,Squirtle,,7,♂,66,30,10,13,15,84.4,3.0,3.0,,,,"2023-08-10 15:51",7/9/2023,,,0,0,0,400,90.11%,406,96.24%,357200,325,Wartortle,,0,72.09%,1144,96.49%,345200,425,Blastoise,Normal,0,74.73%,1036,94.32%,41700,50,Squirtle,,0,
43,Squirtle,,7,♀,667,97,6,15,14,77.8,27.0,27.0,,,,"2023-08-10 15:51",7/23/2023,,,0,0,0,4500,93.94%,249,96.86%,316000,231,Wartortle,,0,88.72%,463,97.59%,290000,331,Blastoise,Normal,0,,,,,,,,,
44,Squirtle,,7,♂,301,67,3,6,14,51.1,13.0,13.0,,,,"2023-08-10 15:51",7/9/2023,,,0,0,0,1600,93.89%,251,96.84%,502800,301,Wartortle,,0,84.10%,652,97.21%,444800,401,Blastoise,Normal,0,93.02%,287,96.36%,35800,35,Squirtle,,0,
45,Squirtle,,7,♂,310,64,12,13,13,84.4,12.0,12.0,,,,"2023-08-10 15:51",7/9/2023,12.06kg,0.58m,0,0,0,1300,66.15%,1387,94.32%,319400,305,Wartortle,,0,57.19%,1754,95.76%,319400,405,Blastoise,Normal,0,53.04%,1924,93.05%,0,25,Wartortle,,0,
46,Squirtle,,7,♀,318,65,15,11,14,88.9,12.0,12.0,,,,"2023-08-10 15:51",12/14/2022,7.98kg,0.53m,0,0,0,1300,64.91%,1438,95.45%,38400,164,Blastoise,Normal,0,45.13%,2248,95.26%,297400,405,Blastoise,Normal,0,22.32%,3182,90.16%,23200,26,Squirtle,,0,
47,Squirtle,,7,♂,340,70,0,13,10,51.1,15.0,15.0,,,,"2023-08-10 15:51",6/14/2023,10.19kg,0.56m,0,0,0,1900,99.71%,13,99.12%,41900,164,Blastoise,Normal,0,97.80%,91,98.67%,466400,393,Blastoise,Normal,0,99.44%,24,98.50%,32400,30,Squirtle,,0,
48,Squirtle,,7,♂,111,39,4,13,8,55.6,5.0,5.0,,,,"2023-08-10 15:50",7/9/2023,,,0,0,0,600,94.29%,235,96.89%,502600,321,Wartortle,,0,86.28%,563,97.37%,445600,421,Blastoise,Normal,0,90.21%,402,96.20%,14800,45,Wartortle,,0,
49,Squirtle,,7,♂,13,13,15,11,14,88.9,1.0,1.0,,,,"2023-08-10 15:50",7/9/2023,,,0,0,0,200,64.91%,1438,95.45%,53000,188,Blastoise,Normal,0,45.13%,2248,95.26%,312000,429,Blastoise,Normal,0,22.32%,3182,90.16%,37800,50,Squirtle,,0,
50,Squirtle,,7,♂,66,30,10,13,13,80.0,3.0,3.0,,,,"2023-08-10 15:50",7/9/2023,,,0,0,0,400,81.73%,749,95.41%,369200,325,Wartortle,,0,72.14%,1142,96.49%,357200,425,Blastoise,Normal,0,92.41%,312,96.53%,4800,134,Blastoise,Normal,0,
51,Wartortle,,8,♂,228,53,6,15,13,75.6,6.0,6.0,,,,"2023-08-10 15:50",7/6/2023,,,0,0,0,600,93.94%,249,96.86%,404400,294,Wartortle,,0,94.51%,226,98.19%,391400,394,Blastoise,Normal,0,91.01%,369,96.28%,12300,16,Wartortle,,0,
52,Wartortle,,8,♀,385,70,2,14,15,68.9,10.0,10.0,,,,"2023-08-10 15:49",7/9/2023,,,0,0,0,1000,98.88%,47,98.37%,466000,286,Wartortle,,0,99.02%,41,99.08%,424000,386,Blastoise,Normal,0,99.73%,12,99.00%,7200,10,Wartortle,,0,
53,Blastoise,Normal,9,♂,1049,103,15,14,13,93.3,15.0,15.0,,,,"2023-08-10 15:49",6/2/2023,52.02kg,1.36m,0,0,0,1900,16.39%,3425,93.00%,26400,24,Blastoise,Normal,0,47.91%,2134,95.37%,277400,268,Blastoise,Normal,0,,,,,,,,,
54,Blastoise,Normal,9,♂,1054,105,15,14,15,97.8,15.0,15.0,,,,"2023-08-10 15:49",7/9/2023,,,1,0,0,950,29.38%,2893,93.75%,13200,24,Blastoise,Normal,0,47.74%,2141,95.36%,133200,268,Blastoise,Normal,0,,,,,,,,,
55,Blastoise,Normal,9,♂,1269,121,0,6,15,46.7,20.0,20.0,,,,"2023-08-10 15:49",7/9/2023,75.33kg,1.54m,0,0,0,2500,98.05%,81,98.21%,20500,19,Blastoise,Normal,0,98.97%,43,99.01%,460000,248,Blastoise,Normal,0,,,,,,,,,
56,Blastoise,Normal,9,♂,1483,129,0,7,12,42.2,23.5,23.5,,,,"2023-08-10 15:49",3/1/2023,78.08kg,1.49m,0,0,0,3500,91.55%,347,97.17%,0,0,Blastoise,Normal,0,98.39%,67,98.90%,454500,229,Blastoise,Normal,0,,,,,,,,,
57,Blastoise,Normal,9,♂,1323,118,15,10,15,88.9,19.0,19.0,,,,"2023-08-10 15:49",7/9/2023,,,0,0,0,2500,55.82%,1810,95.01%,13000,11,Blastoise,Normal,0,48.77%,2099,95.41%,272000,252,Blastoise,Normal,0,,,,,,,,,
58,Squirtle,,7,♀,776,103,12,11,15,84.4,30.0,30.0,,,,"2023-08-10 15:48",7/9/2023,7.62kg,0.46m,0,0,0,5000,70.65%,1203,94.60%,214000,207,Wartortle,,0,63.76%,1485,96.07%,214000,307,Blastoise,Normal,0,,,,,,,,,
59,Squirtle,,7,♂,796,104,10,15,14,86.7,32.0,32.0,,,,"2023-08-10 15:48",7/23/2023,,,0,0,0,6000,81.39%,763,95.36%,204000,187,Wartortle,,0,65.96%,1395,96.17%,192000,287,Blastoise,Normal,0,,,,,,,,,
60,Lotad,,270,♀,453,102,4,4,14,48.9,35.0,35.0,,,,"2023-08-10 15:48",8/10/2023,,,0,0,0,8000,41.59%,2393,83.84%,338000,143,Lombre,,0,45.49%,2233,93.13%,338000,243,Ludicolo,,0,78.97%,862,94.18%,130000,118,Lotad,,0,
61,Charizard,Normal,6,♂,2269,139,13,14,12,86.7,28.0,28.0,,,,"2023-08-10 15:48",3/1/2023,118.72kg,1.75m,0,0,0,4500,,,,,,,,,55.26%,1833,96.07%,35000,30,Charizard,Normal,0,,,,,,,,,
62,Charizard,Normal,6,♂,1625,118,15,12,12,86.7,20.0,20.0,,,,"2023-08-10 15:48",3/5/2023,100.1kg,1.67m,0,0,0,2500,,,,,,,,,49.23%,2080,95.84%,91000,80,Charizard,Normal,0,,,,,,,,,
63,Charmander,,4,♂,727,94,6,14,15,77.8,28.0,28.0,,,,"2023-08-10 15:47",12/9/2022,5.2kg,0.48m,0,0,0,4500,92.67%,301,97.77%,113000,145,Charmeleon,,0,95.14%,200,98.11%,53000,173,Charizard,Normal,0,,,,,,,,,
64,Charmander,,4,♂,195,49,2,12,14,62.2,8.0,8.0,,,,"2023-08-10 15:47",7/12/2023,,,0,1,0,961,98.17%,76,98.79%,143400,185,Charmeleon,,2,98.44%,65,98.67%,79500,193,Charizard,Normal,2,96.80%,132,97.17%,8282,40,Charmeleon,,1,
65,Charmander,,4,♂,246,55,4,7,14,55.6,10.0,10.0,,,,"2023-08-10 15:47",6/7/2023,6.19kg,0.56m,0,0,0,1000,94.43%,229,97.46%,32500,161,Charizard,Normal,0,92.80%,296,97.87%,172000,293,Charizard,Normal,0,80.37%,805,94.82%,3300,29,Charmeleon,,0,
66,Bulbasaur,,1,♂,204,49,9,13,13,77.8,7.0,7.0,,,,"2023-08-10 15:47",2/24/2023,6.28kg,0.59m,0,0,0,800,91.87%,334,97.46%,40200,169,Venusaur,Normal,0,68.06%,1309,96.79%,201200,329,Venusaur,Normal,0,72.58%,1124,94.09%,24500,30,Bulbasaur,,0,
67,Lotad,,270,♂,92,41,12,14,8,75.6,6.0,6.0,,,,"2023-08-10 15:43",8/10/2023,,,0,0,0,600,16.87%,3405,93.20%,58400,187,Ludicolo,,0,84.66%,629,96.79%,472400,419,Ludicolo,,0,42.44%,2358,90.52%,144400,138,Lotad,,0,
68,Bulbasaur,,1,♀,481,73,13,10,9,71.1,16.0,16.0,,,,"2023-08-10 15:42",8/10/2023,,,0,0,0,1900,59.80%,1647,95.45%,17600,141,Venusaur,Normal,0,32.99%,2745,95.32%,178600,301,Venusaur,Normal,0,45.23%,2244,92.21%,1900,2,Bulbasaur,,0,
69,Phanpy,,231,♂,250,80,9,11,8,62.2,8.0,8.0,,,,"2023-08-10 00:56",8/10/2023,,,0,0,0,800,26.47%,3012,94.12%,29200,84,Donphan,,0,55.02%,1843,96.21%,123600,166,Donphan,,0,49.52%,2068,92.51%,19100,24,Phanpy,,0,
70,Beldum,,374,,397,67,12,12,11,77.8,15.0,15.0,,,,"2023-08-10 00:53",8/10/2023,,,0,0,0,1900,33.97%,2705,94.10%,130400,143,Metang,,0,62.86%,1522,96.20%,41900,164,Metagross,,0,27.50%,2970,90.65%,14200,14,Beldum,,0,
71,Delcatty,,301,♀,1070,126,10,15,14,86.7,26.0,26.0,,,,"2023-08-10 00:53",7/13/2023,,,0,0,0,4000,82.44%,720,95.50%,250000,214,Delcatty,,0,98.24%,73,95.98%,436000,214,Delcatty,,0,,,,,,,,,
72,Delcatty,,301,♂,1324,141,14,8,15,82.2,34.0,34.0,Feint Attack,,,"2023-08-10 00:52",7/21/2018,40.69kg,1.27m,0,0,0,7000,49.23%,2080,93.40%,155000,134,Delcatty,,0,95.78%,174,94.42%,352000,134,Delcatty,,0,,,,,,,,,
73,Noibat,,714,,273,69,13,11,15,86.7,15.0,15.0,,,,"2023-08-10 00:52",8/10/2023,,,0,0,0,1900,35.60%,2638,94.21%,16400,416,Noivern,,0,59.17%,1673,96.35%,151400,542,Noivern,,0,26.20%,3023,89.43%,68400,62,Noibat,,0,
74,Starly,,396,♂,220,55,9,15,0,53.3,12.0,12.0,,,,"2023-08-10 00:51",8/10/2023,,,0,0,0,1600,42.32%,2363,94.43%,27900,155,Staraptor,,0,46.35%,2198,95.97%,175400,297,Staraptor,,0,56.56%,1780,92.77%,7400,35,Staravia,,0,
75,Bidoof,,399,♂,72,41,14,13,9,80.0,4.0,4.0,,,,"2023-08-10 00:51",8/10/2023,,,0,0,0,400,31.72%,2797,94.21%,113400,162,Bibarel,,0,95.95%,167,95.07%,518400,348,Bibarel,,0,30.13%,2862,89.84%,74400,78,Bidoof,,0,
76,Woobat,,527,,522,108,1,9,14,53.3,21.0,21.0,,,,"2023-08-10 00:50",8/10/2023,,,0,0,0,3500,94.38%,231,98.22%,182000,240,Swoobat,,0,58.88%,1685,87.92%,470000,294,Swoobat,,0,,,,,,,,,
77,Togetic,,176,♂,1420,114,13,13,11,82.2,30.0,30.0,,,,"2023-08-10 00:49",8/10/2023,,,0,0,0,8000,29.28%,2897,93.66%,34000,32,Togetic,,0,95.78%,174,94.80%,400000,182,Togetic,,0,,,,,,,,,
78,Snubbull,,209,♀,244,63,7,1,14,48.9,8.0,8.0,,,,"2023-08-10 00:43",8/10/2023,,,0,1,0,961,15.07%,3479,92.72%,59526,130,Granbull,,1,36.31%,2609,95.09%,246000,258,Granbull,,2,55.90%,1807,93.19%,25206,42,Snubbull,,1,
79,Grumpig,,326,♀,1837,146,7,7,14,62.2,29.0,29.0,,,,"2023-08-09 17:00",8/9/2023,,,0,0,0,5000,,,,,,,,,89.43%,434,97.03%,395000,190,Grumpig,,0,,,,,,,,,
80,Gyarados,Normal,130,♂,2341,152,10,12,12,75.6,25.0,25.0,,,,"2023-08-09 16:59",8/9/2023,,,0,0,0,4000,,,,,,,,,64.74%,1445,95.86%,12000,10,Gyarados,Normal,0,,,,,,,,,
81,Squirtle,,7,♂,114,40,6,11,12,64.4,5.0,5.0,,,,"2023-08-09 16:55",7/9/2023,,,0,0,0,600,90.82%,377,96.32%,445600,321,Wartortle,,0,81.03%,778,97.01%,405600,421,Blastoise,Normal,0,82.42%,721,95.06%,45100,50,Squirtle,,0,
82,Drifblim,,426,♂,1759,226,10,11,15,80.0,27.0,27.0,,,,"2023-08-09 16:54",8/9/2023,,,0,0,0,4500,,,,,,,,,78.24%,892,96.01%,342000,206,Drifblim,,0,,,,,,,,,
83,Scatterbug,,664,♀,198,67,11,14,14,86.7,15.0,15.0,,,,"2023-08-09 16:53",8/9/2023,,,0,0,0,1900,74.24%,1056,96.06%,86400,203,Vivillon,,0,98.51%,62,96.51%,496400,393,Vivillon,,0,99.80%,9,98.48%,481400,293,Spewpa,,0,
84,Magikarp,,129,♂,88,52,0,11,8,42.2,18.0,18.0,,,,"2023-08-09 16:50",8/3/2023,,,0,0,0,2200,13.89%,3527,58.75%,484400,256,Magikarp,,0,96.95%,126,97.93%,65400,458,Gyarados,Normal,0,13.89%,3527,58.75%,484400,256,Magikarp,,0,
85,Magikarp,,129,♂,95,52,5,13,14,71.1,16.0,16.0,,,,"2023-08-09 16:50",2/22/2023,11.62kg,1.03m,0,0,0,1900,80.07%,817,96.16%,0,400,Gyarados,Normal,0,97.36%,109,98.02%,64600,458,Gyarados,Normal,0,64.91%,1438,74.83%,492600,264,Magikarp,,0,
86,Axew,,610,♀,1110,106,8,12,15,77.8,30.0,30.0,,,,"2023-08-09 16:50",6/10/2023,,,0,0,0,5000,93.87%,252,96.23%,400000,182,Axew,,0,95.16%,199,96.08%,400000,207,Fraxure,,0,,,,,,,,,
87,Gyarados,Normal,130,♀,1885,136,11,13,12,80.0,20.0,20.0,,,,"2023-08-09 16:49",8/9/2023,,,0,0,0,2500,,,,,,,,,83.66%,670,96.73%,43000,38,Gyarados,Normal,0,,,,,,,,,
88,Gyarados,Normal,130,♂,3140,174,14,15,12,91.1,35.5,35.5,,,,"2023-08-09 16:44",12/14/2022,,,0,0,0,8000,,,,,,,,,,,,,,,,,,,,,,,,,
89,Minun,,312,♂,721,87,10,9,8,60.0,16.0,16.0,,,,"2023-08-09 16:43",8/9/2023,,,0,0,0,1900,47.84%,2137,94.62%,178600,176,Minun,,0,68.91%,1274,89.44%,492600,264,Minun,,0,,,,,,,,,
90,Graveler,Normal,75,♀,1249,98,12,7,2,46.7,25.0,25.0,,,,"2023-08-09 15:47",8/8/2023,,,0,0,0,4000,25.81%,3039,93.58%,44000,38,Graveler,Normal,0,4.30%,3920,93.71%,78000,170,Golem,Normal,0,,,,,,,,,
91,Fomantis,,753,♂,309,67,14,15,10,86.7,15.0,15.0,,,,"2023-08-09 15:47",8/8/2023,,,0,0,0,1900,42.78%,2344,94.63%,32400,80,Lurantis,,0,58.10%,1717,95.16%,346400,318,Lurantis,,0,50.23%,2039,91.70%,45400,42,Fomantis,,0,
92,Grimer,Normal,88,♀,100,43,14,15,10,86.7,3.0,3.0,,,,"2023-08-09 15:47",8/8/2023,,,0,0,0,400,97.73%,94,97.98%,475200,300,Grimer,Normal,0,28.35%,2935,95.12%,167200,216,Muk,Normal,0,85.03%,614,95.75%,16400,24,Grimer,Normal,0,
